Lp,Poziom,Tom,Rozdział,Jednostka,Nazwa paczki,Słowo ENG,Tłumaczenie PL,Zdanie ENG,Zdanie PL
877,1,Tom I,Rozdział IX,Rzeczowniki,Transport,Car keys,Kluczyki do samochodu,I can't find my car keys.,Nie mogę znaleźć kluczyków do samochodu.
878,1,Tom I,Rozdział IX,Rzeczowniki,Transport,Motorcycle,Motocykl,He rides a motorcycle to work.,On jeździ motocyklem do pracy.
879,1,Tom I,Rozdział IX,Czasowniki,Czasowniki 7,Clean,Czyścić (coś); sprzątać,Clean the house.,Posprzątaj dom.
880,1,Tom I,Rozdział IX,Czasowniki,Czasowniki 7,Cook,Gotować,I cook every day.,Gotuję codziennie.
881,1,Tom I,Rozdział IX,Czasowniki,Czasowniki 7,Fly,Latać,Fly a kite.,Puszczaj latawiec.
882,1,Tom I,Rozdział IX,Czasowniki,Czasowniki 7,Move,Przeprowadzać się,We're moving next month.,Przeprowadzamy się w przyszłym miesiącu.
883,1,Tom I,Rozdział IX,Czasowniki,Czasowniki 7,Pass,Podawać,Please pass the salt.,"Proszę, podaj sól."
884,1,Tom I,Rozdział IX,Czasowniki,Czasowniki 7,See,Widzieć,I see.,Widzę.
885,1,Tom I,Rozdział IX,Czasowniki,Czasowniki 7,Stand,Wstać; stać,Stand up.,Wstań.
886,1,Tom I,Rozdział IX,Czasowniki,Czasowniki 7,Swim,Pływać,Swim in the pool.,Pływaj w basenie.
887,1,Tom I,Rozdział IX,Czasowniki,Czasowniki 7,Visit,Odwiedzać,Come visit us sometime.,Odwiedź nas kiedyś.
888,1,Tom I,Rozdział IX,Czasowniki,Czasowniki 7,Arrive,Przybywać,What time do we arrive?,O której godzinie przyjeżdżamy?
889,1,Tom I,Rozdział IX,Zabronione,Wulgaryzmy 3,It blows,"Chujowo, do dupy",This traffic really blows.,Ten korek naprawdę jest do dupy.
890,1,Tom I,Rozdział IX,Zabronione,Wulgaryzmy 3,Not to give a fuck,Mieć wyjebane,He doesn't give a fuck about rules.,On ma wyjebane na zasady.
891,1,Tom I,Rozdział IX,Zabronione,Wulgaryzmy 3,I don't give a fuck!,Mam wyjebane,I don't give a fuck anymore!,Mam już wszystko wyjebane!
892,1,Tom I,Rozdział IX,Zabronione,Wulgaryzmy 3,I don't give a shit!,Mam to w dupie,"Honestly, I don't give a shit!","Szczerze, mam to w dupie!"
893,1,Tom I,Rozdział IX,Zabronione,Wulgaryzmy 3,Bloody hell!,Jasna cholera!,"Bloody hell, that hurt!","Jasna cholera, to zabolało!"
894,1,Tom I,Rozdział IX,Zabronione,Wulgaryzmy 3,Jerk,Cham,Stop being such a jerk.,Przestań być takim chamem.
895,1,Tom I,Rozdział IX,Zabronione,Wulgaryzmy 3,Cunt,Pizda,He called her a cunt.,Nazwał ją pizdą.
896,1,Tom I,Rozdział IX,Zabronione,Wulgaryzmy 3,Slut,Dziwka,Don't call her a slut.,Nie nazywaj jej dziwką.
897,1,Tom I,Rozdział IX,Zabronione,Wulgaryzmy 3,Ho,Dzieweczka,Stop acting like a ho.,Przestań się zachowywać jak dziwka.
898,1,Tom I,Rozdział IX,Zabronione,Wulgaryzmy 3,Whore,Kurwa,He called her a whore.,Nazwał ją kurwą.
899,1,Tom I,Rozdział IX,Rzeczowniki,Ubrania,Cap,Czapka,He wore a baseball cap.,Nosił czapkę z daszkiem.
900,1,Tom I,Rozdział IX,Rzeczowniki,Ubrania,Suit,Garnitur,He looked sharp in his suit.,Wyglądał elegancko w garniturze.
901,1,Tom I,Rozdział IX,Rzeczowniki,Ubrania,Tie,Krawat,Loosen your tie a bit.,Poluzuj trochę krawat.
902,1,Tom I,Rozdział IX,Rzeczowniki,Ubrania,Fashion,Moda,She works in fashion.,Ona pracuje w modzie.
903,1,Tom I,Rozdział IX,Rzeczowniki,Ubrania,Sunglasses,Okulary przeciwsłoneczne,Where are my sunglasses?,Gdzie są moje okulary przeciwsłoneczne?
904,1,Tom I,Rozdział IX,Rzeczowniki,Ubrania,Wallet,Portfel,I left my wallet at home.,Zostawiłem portfel w domu.
905,1,Tom I,Rozdział IX,Rzeczowniki,Ubrania,Shorts,Spodenki,"It's hot, wear shorts.","Jest gorąco, załóż spodenki."
906,1,Tom I,Rozdział IX,Rzeczowniki,Ubrania,Skirt,Spódnica,She bought a new skirt.,Kupiła nową spódnicę.
907,1,Tom I,Rozdział IX,Rzeczowniki,Ubrania,Dress,Suknia; sukienka,That dress suits you.,Ta sukienka do ciebie pasuje.
908,1,Tom I,Rozdział IX,Przymiotniki,Przymiotniki 5,Possible,Możliwy,Anything is possible.,Wszystko jest możliwe.
909,1,Tom I,Rozdział IX,Przymiotniki,Przymiotniki 5,Impossible,Niemożliwy,This task feels impossible.,To zadanie wydaje się niemożliwe.
910,1,Tom I,Rozdział IX,Przymiotniki,Przymiotniki 5,Real,Realny,Is this diamond real?,Czy ten diament jest prawdziwy?
911,1,Tom I,Rozdział IX,Przymiotniki,Przymiotniki 5,PRAWDA,Zgodny z prawdą,Is that story true?,Czy ta historia jest prawdziwa?
912,1,Tom I,Rozdział IX,Przymiotniki,Przymiotniki 5,Tired,Zmęczony,I am tired.,Jestem zmęczony.
913,1,Tom I,Rozdział IX,Przymiotniki,Przymiotniki 5,Quiet,Cichy,Please be quiet.,"Proszę, bądź cicho."
914,1,Tom I,Rozdział IX,Przymiotniki,Przymiotniki 5,Loud,Głośny,The music is too loud.,Muzyka jest za głośna.
915,1,Tom I,Rozdział IX,Przymiotniki,Przymiotniki 5,Interesting,Interesujący; ciekawy,That's a really interesting point.,To naprawdę interesująca uwaga.
916,1,Tom I,Rozdział IX,Przymiotniki,Przymiotniki 5,Normal,Normalny,This is completely normal.,To jest zupełnie normalne.
917,1,Tom I,Rozdział IX,Przymiotniki,Przymiotniki 5,Crazy,Zwariowany; szalony,This traffic is crazy today.,Ten korek jest dziś szalony.
918,1,Tom I,Rozdział IX,Rzeczowniki,Części ciała,Belly,Brzuch,My belly hurts a bit.,Boli mnie trochę brzuch.
919,1,Tom I,Rozdział IX,Rzeczowniki,Części ciała,Body,Ciało,Listen to your body.,Słuchaj swojego ciała.
920,1,Tom I,Rozdział IX,Rzeczowniki,Części ciała,Tongue,Język,I burned my tongue.,Poparzyłem sobie język.
921,1,Tom I,Rozdział IX,Rzeczowniki,Części ciała,Blood,Krew,I saw a drop of blood.,Zobaczyłem kroplę krwi.
922,1,Tom I,Rozdział IX,Rzeczowniki,Części ciała,Penis,Penis,The doctor examined his penis.,Lekarz zbadał jego penisa.
923,1,Tom I,Rozdział IX,Rzeczowniki,Części ciała,Back,Plecy,My back hurts.,Bolą mnie plecy.
924,1,Tom I,Rozdział IX,Rzeczowniki,Części ciała,Vagina,Pochwa,The doctor examined her vagina.,Lekarz zbadał jej pochwę.
925,1,Tom I,Rozdział IX,Rzeczowniki,Części ciała,Skin,Skóra,Her skin is very soft.,Jej skóra jest bardzo miękka.
926,1,Tom I,Rozdział IX,Rzeczowniki,Części ciała,Foot,Stopa,I hurt my foot yesterday.,Zraniłem sobie stopę wczoraj.
927,1,Tom I,Rozdział IX,Rzeczowniki,Części ciała,Tooth,Ząb,I have a loose tooth.,Mam ruszający się ząb.
928,1,Tom I,Rozdział X,Czasowniki,Człowiekiem jestem,Be born,Urodzić się,I was born in Warsaw.,Urodziłem się w Warszawie.
929,1,Tom I,Rozdział X,Czasowniki,Człowiekiem jestem,Behave,Zachowywać się (dobrze),Please behave yourself.,"Proszę, zachowuj się."
930,1,Tom I,Rozdział X,Czasowniki,Człowiekiem jestem,Change,Przebierać się,I need to change clothes.,Muszę się przebrać.
931,1,Tom I,Rozdział X,Czasowniki,Człowiekiem jestem,Dream,Marzyć,I dream about traveling.,Marzę o podróżowaniu.
932,1,Tom I,Rozdział X,Czasowniki,Człowiekiem jestem,Kiss,Całować,He gave her a kiss.,Pocałował ją.
933,1,Tom I,Rozdział X,Czasowniki,Człowiekiem jestem,Laugh,Śmiać się,That joke made me laugh.,Ten żart mnie rozśmieszył.
934,1,Tom I,Rozdział X,Czasowniki,Człowiekiem jestem,Send,Wysłać; przesłać,I'll send it right away.,Wyślę to od razu.
935,1,Tom I,Rozdział X,Czasowniki,Człowiekiem jestem,Surprise,Zrobić niespodziankę; zaskakiwać,I want to surprise her.,Chcę zrobić jej niespodziankę.
936,1,Tom I,Rozdział X,Czasowniki,Człowiekiem jestem,Trust,Ufać,I trust you completely.,Ufam ci całkowicie.
937,1,Tom I,Rozdział X,Czasowniki,Człowiekiem jestem,Wear,Nosić ubrania; mieć coś na sobie,What should I wear tonight?,Co powinienem dziś ubrać?
938,1,Tom I,Rozdział X,Rzeczowniki,Higiena I wygląd,Deodorant,Dezodorant,Don't forget your deodorant.,Nie zapomnij dezodorantu.
939,1,Tom I,Rozdział X,Rzeczowniki,Higiena I wygląd,Figure,Figura,She has a great figure.,Ona ma świetną figurę.
940,1,Tom I,Rozdział X,Rzeczowniki,Higiena I wygląd,Hygiene,Higiena,Good hygiene matters.,Dobra higiena ma znaczenie.
941,1,Tom I,Rozdział X,Rzeczowniki,Higiena I wygląd,Color,Kolor; barwa,What color do you prefer?,Jaki kolor wolisz?
942,1,Tom I,Rozdział X,Rzeczowniki,Higiena I wygląd,Cream,Krem,Apply this cream daily.,Nakładaj ten krem codziennie.
943,1,Tom I,Rozdział X,Rzeczowniki,Higiena I wygląd,Make-up,Makijaż,She doesn't wear much make-up.,Ona nie nosi dużo makijażu.
944,1,Tom I,Rozdział X,Rzeczowniki,Higiena I wygląd,Perfume,Perfumy,That perfume smells amazing.,Te perfumy pachną niesamowicie.
945,1,Tom I,Rozdział X,Rzeczowniki,Higiena I wygląd,Beauty,Piękno,Beauty comes in many forms.,Piękno przybiera wiele form.
946,1,Tom I,Rozdział X,Rzeczowniki,Higiena I wygląd,Tattoo,Tatuaż,He got a new tattoo.,Zrobił sobie nowy tatuaż.
947,1,Tom I,Rozdział X,Rzeczowniki,Higiena I wygląd,Gel,Żel,Use less gel this time.,Użyj mniej żelu tym razem.
948,1,Tom I,Rozdział X,Przymiotniki,Przymiotniki 6,Different,Inny (nie taki sam),This place feels different now.,To miejsce teraz wydaje się inne.
949,1,Tom I,Rozdział X,Przymiotniki,Przymiotniki 6,Cool,Chłodny (stan),The breeze is cool.,Wietrzyk jest chłodny.
950,1,Tom I,Rozdział X,Przymiotniki,Przymiotniki 6,Warm,Ciepły,The room is warm.,Pokój jest ciepły.
951,1,Tom I,Rozdział X,Przymiotniki,Przymiotniki 6,Wet,Mokry,The floor is wet.,Podłoga jest mokra.
952,1,Tom I,Rozdział X,Przymiotniki,Przymiotniki 6,Close,Bliski (lokalizacja),We are very close friends.,Jesteśmy bardzo bliskimi przyjaciółmi.
953,1,Tom I,Rozdział X,Przymiotniki,Przymiotniki 6,Sorry,Współczujący (jest mi przykro),I'm so sorry for your loss.,Bardzo mi przykro z powodu twojej straty.
954,1,Tom I,Rozdział X,Przymiotniki,Przymiotniki 6,Poor,Biedny; ubogi,The poor guy lost everything.,Biedak stracił wszystko.
955,1,Tom I,Rozdział X,Przymiotniki,Przymiotniki 6,Sweet,Słodki,This is sweet.,To jest słodkie.
956,1,Tom I,Rozdział X,Przymiotniki,Przymiotniki 6,Fresh,Świeży,This is fresh.,To jest świeże.
957,1,Tom I,Rozdział X,Przymiotniki,Przymiotniki 6,Hard,Bardzo trudny,This floor is hard.,Ta podłoga jest twarda.
958,1,Tom I,Rozdział X,Rzeczowniki,Podróże,Attraction,Atrakcja,What's the main attraction here?,Jaka jest tu główna atrakcja?
959,1,Tom I,Rozdział X,Rzeczowniki,Podróże,Trip,Krótka podróż; wyprawa,We took a short trip.,Zrobiliśmy krótką podróż.
960,1,Tom I,Rozdział X,Rzeczowniki,Podróże,Rest,Odpoczynek,I need some rest after this.,Potrzebuję odpoczynku po tym.
961,1,Tom I,Rozdział X,Rzeczowniki,Podróże,Souvenir,Pamiątka,I bought a souvenir for you.,Kupiłem ci pamiątkę.
962,1,Tom I,Rozdział X,Rzeczowniki,Podróże,Picnic,Piknik,Let's have a picnic in the park.,Zróbmy piknik w parku.
963,1,Tom I,Rozdział X,Rzeczowniki,Podróże,Backpack,Plecak,"Pack light, just a backpack.","Spakuj się lekko, tylko plecak."
964,1,Tom I,Rozdział X,Rzeczowniki,Podróże,Journey,Podróż,It was a long journey.,To była długa podróż.
965,1,Tom I,Rozdział X,Rzeczowniki,Podróże,Reception,Recepcja,Ask at the reception desk.,Zapytaj przy recepcji.
966,1,Tom I,Rozdział X,Rzeczowniki,Podróże,Visa,Wiza,Do I need a visa?,Czy potrzebuję wizy?
967,1,Tom I,Rozdział X,Rzeczowniki,Podróże,Tour,Wycieczka; zwiedzanie,We joined a city tour.,Dołączyliśmy do wycieczki po mieście.
968,1,Tom I,Rozdział X,Rzeczowniki,Kultura,Author,Autor,Who's the author of this book?,Kto jest autorem tej książki?
969,1,Tom I,Rozdział X,Rzeczowniki,Kultura,Guitar,Gitara,He plays the guitar well.,On dobrze gra na gitarze.
970,1,Tom I,Rozdział X,Rzeczowniki,Kultura,Cinema,Kino,Let's go to the cinema.,Chodźmy do kina.
971,1,Tom I,Rozdział X,Rzeczowniki,Kultura,Concert,Koncert,The concert starts at eight.,Koncert zaczyna się o ósmej.
972,1,Tom I,Rozdział X,Rzeczowniki,Kultura,Music,Muzyka,I need music to focus.,"Potrzebuję muzyki, żeby się skupić."
973,1,Tom I,Rozdział X,Rzeczowniki,Kultura,Picture,Obrazek,Draw me a picture.,Narysuj mi obrazek.
974,1,Tom I,Rozdział X,Rzeczowniki,Kultura,Song,Piosenka,This song reminds me of you.,Ta piosenka przypomina mi ciebie.
975,1,Tom I,Rozdział X,Rzeczowniki,Kultura,Art,Sztuka,Modern art confuses me.,Sztuka nowoczesna mnie myli.
976,1,Tom I,Rozdział X,Rzeczowniki,Kultura,Dance,Taniec,Dance with me.,Tańcz ze mną.
977,1,Tom I,Rozdział X,Rzeczowniki,Kultura,Photo,Zdjęcie,Can you take our photo?,Możesz zrobić nam zdjęcie?
978,1,Tom I,Rozdział X,Rzeczowniki,Emocje I uczucia,Appetite,Apetyt,I lost my appetite.,Straciłem apetyt.
979,1,Tom I,Rozdział X,Rzeczowniki,Emocje I uczucia,Emotion,Emocja,She hid her emotion well.,Dobrze ukryła swoje emocje.
980,1,Tom I,Rozdział X,Rzeczowniki,Emocje I uczucia,Dream,Marzenie,It's always been my dream.,To zawsze było moje marzenie.
981,1,Tom I,Rozdział X,Rzeczowniki,Emocje I uczucia,Surprise,Niespodzianka,What a nice surprise!,Co za miła niespodzianka!
982,1,Tom I,Rozdział X,Rzeczowniki,Emocje I uczucia,Need,Potrzeba,There's no need to worry.,Nie ma potrzeby się martwić.
983,1,Tom I,Rozdział X,Rzeczowniki,Emocje I uczucia,Laughter,Śmiech,I could hear their laughter.,Słyszałem ich śmiech.
984,1,Tom I,Rozdział X,Rzeczowniki,Emocje I uczucia,Feeling,Uczucie,I have a strange feeling.,Mam dziwne uczucie.
985,1,Tom I,Rozdział X,Rzeczowniki,Emocje I uczucia,Smell,Zapach; węch,I love the smell of coffee.,Uwielbiam zapach kawy.
986,1,Tom I,Rozdział X,Rzeczowniki,Emocje I uczucia,Taste,Zmysł smaku; gust,This has an odd taste.,To ma dziwny smak.
987,1,Tom I,Rozdział X,Rzeczowniki,Emocje I uczucia,Wish,Życzenie,Make a wish!,Pomyśl życzenie!
988,1,Tom I,Rozdział X,Czasowniki,Ręką,Bring,Przynosić,Bring your ID with you.,Weź ze sobą dowód.
989,1,Tom I,Rozdział X,Czasowniki,Ręką,Catch,Łapać,Catch the ball.,Złap piłkę.
990,1,Tom I,Rozdział X,Czasowniki,Ręką,Close,Zamykać,"Close the window, it's cold.","Zamknij okno, jest zimno."
991,1,Tom I,Rozdział X,Czasowniki,Ręką,Hold,"Trzymać (w rękach, objęciach)",Hold my hand.,Trzymaj moją rękę.
992,1,Tom I,Rozdział X,Czasowniki,Ręką,Open,Otwierać,Open your eyes.,Otwórz oczy.
993,1,Tom I,Rozdział X,Czasowniki,Ręką,Pull,Ciągnąć,Pull the rope.,Pociągnij linę.
994,1,Tom I,Rozdział X,Czasowniki,Ręką,Push,Pchać,Push the door.,Popchnij drzwi.
995,1,Tom I,Rozdział X,Czasowniki,Ręką,Put,Kłaść; stawiać,Put it back where it was.,"Odłóż to tam, gdzie było."
996,1,Tom I,Rozdział X,Czasowniki,Ręką,Touch,Dotykać,Don't touch.,Nie dotykaj.
997,1,Tom I,Rozdział X,Czasowniki,Ręką,Write,Pisać,Write a letter.,Napisz list.
998,1,Tom I,Rozdział X,Rzeczowniki,Życie,Marriage,Małżeństwo,Marriage takes real work.,Małżeństwo wymaga prawdziwej pracy.
999,1,Tom I,Rozdział X,Rzeczowniki,Życie,Birthplace,Miejsce urodzenia,This town is my birthplace.,To miasto jest moim miejscem urodzenia.
1000,1,Tom I,Rozdział X,Rzeczowniki,Życie,Couple,Para (dwie osoby),They make a lovely couple.,Tworzą uroczą parę.
1001,1,Tom I,Rozdział X,Rzeczowniki,Życie,Party,Przyjęcie; impreza,We're throwing a party Saturday.,Robimy imprezę w sobotę.
1002,1,Tom I,Rozdział X,Rzeczowniki,Życie,Style,Styl,I love your style.,Uwielbiam twój styl.
1003,1,Tom I,Rozdział X,Rzeczowniki,Życie,Lifestyle,Styl życia,I changed my whole lifestyle.,Zmieniłem cały mój styl życia.
1004,1,Tom I,Rozdział X,Rzeczowniki,Życie,Birthday,Urodziny,Happy birthday to you!,Wszystkiego najlepszego z okazji urodzin!
1005,1,Tom I,Rozdział X,Rzeczowniki,Życie,Event,Wydarzenie,It was a memorable event.,To było pamiętne wydarzenie.
1006,1,Tom I,Rozdział X,Rzeczowniki,Życie,Life,Życie,Life is full of surprises.,Życie jest pełne niespodzianek.
1007,1,Tom I,Rozdział X,Rzeczowniki,Życie,Nightlife,Życie nocne,This city has great nightlife.,To miasto ma świetne życie nocne.
1008,1,Tom I,Rozdział X,Klony,Atak klonów,Chit-chat,Gadka-szmatka; ploteczki,,
1009,1,Tom I,Rozdział X,Klony,Atak klonów,Easy-peasy,Łatwizna,,
1010,1,Tom I,Rozdział X,Klony,Atak klonów,Fair and square,Bezdyskusyjny; uczciwie (np. Coś wygrać),,
1011,1,Tom I,Rozdział X,Klony,Atak klonów,Head-to-head,Łeb w łeb,,
1012,1,Tom I,Rozdział X,Klony,Atak klonów,Hocus-pocus,Hokus pokus,,
1013,1,Tom I,Rozdział X,Klony,Atak klonów,Mumbo-jumbo,Bełkot; skomplikowany żargon,,
1014,1,Tom I,Rozdział X,Klony,Atak klonów,Night-night,Dobranoc,,
1015,1,Tom I,Rozdział X,Klony,Atak klonów,Okey-dokey,Okejka,,
1016,1,Tom I,Rozdział X,Klony,Atak klonów,Step-by-step,Krok po kroku,,
1017,1,Tom I,Rozdział X,Klony,Atak klonów,Tick tock,Tik tak,,
1018,1,Tom I,Rozdział X,Rzeczowniki,Biznes,Company,Firma,I started my own company.,Założyłem własną firmę.
1019,1,Tom I,Rozdział X,Rzeczowniki,Biznes,Client,Klient,The client called this morning.,Klient dzwonił dziś rano.
1020,1,Tom I,Rozdział X,Rzeczowniki,Biznes,Plan,Plan,What's the plan for today?,Jaki jest plan na dziś?
1021,1,Tom I,Rozdział X,Rzeczowniki,Biznes,Product,Produkt,This product sells really well.,Ten produkt bardzo dobrze się sprzedaje.
1022,1,Tom I,Rozdział X,Rzeczowniki,Biznes,Bill,Rachunek,Can we get the bill?,Możemy prosić o rachunek?
1023,1,Tom I,Rozdział X,Rzeczowniki,Biznes,Chance,Szansa,Give me one more chance.,Daj mi jeszcze jedną szansę.
1024,1,Tom I,Rozdział X,Rzeczowniki,Biznes,Deal,Umowa (układ),We made a good deal.,Zrobiliśmy dobry interes.
1025,1,Tom I,Rozdział X,Rzeczowniki,Biznes,Result,Rezultat; efekt,The results were surprising.,Wyniki były zaskakujące.
1026,1,Tom I,Rozdział X,Rzeczowniki,Biznes,Sale,Wyprzedaż,Everything's on sale today.,Wszystko jest dziś na wyprzedaży.
1027,1,Tom I,Rozdział X,Rzeczowniki,Biznes,Discount,Zniżka,Can I get a discount?,Mogę dostać zniżkę?
1028,1,Tom II,Rozdział XI,Czasowniki,Biznes zaczyna się w głowie,End,Kończyć; skończyć (się),How does the story end?,Jak kończy się ta historia?
1029,1,Tom II,Rozdział XI,Czasowniki,Biznes zaczyna się w głowie,Happen,Wydarzać się; stać się,What happened here?,Co się tutaj wydarzyło?
1030,1,Tom II,Rozdział XI,Czasowniki,Biznes zaczyna się w głowie,Mean,Znaczyć coś,What do you mean by that?,Co masz na myśli?
1031,1,Tom II,Rozdział XI,Czasowniki,Biznes zaczyna się w głowie,Must,Musieć; trzeba (teraźniejszość),You must try this cake.,Musisz spróbować tego ciasta.
1032,1,Tom II,Rozdział XI,Czasowniki,Biznes zaczyna się w głowie,Offer,Oferować; proponować,They offered me the job.,Zaoferowali mi tę pracę.
1033,1,Tom II,Rozdział XI,Czasowniki,Biznes zaczyna się w głowie,Run,Prowadzić (firmę),She runs a small business.,Ona prowadzi mały biznes.
1034,1,Tom II,Rozdział XI,Czasowniki,Biznes zaczyna się w głowie,Sell,Sprzedać,Sell your car.,Sprzedaj samochód.
1035,1,Tom II,Rozdział XI,Czasowniki,Biznes zaczyna się w głowie,Spend,Spędzać (czas),I like to spend time outdoors.,Lubię spędzać czas na zewnątrz.
1036,1,Tom II,Rozdział XI,Czasowniki,Biznes zaczyna się w głowie,Win,Wygrywać,Our team is going to win.,Nasza drużyna wygra.
1037,1,Tom II,Rozdział XI,Czasowniki,Biznes zaczyna się w głowie,Would,-bym; -byś; -by; -byśmy; -byście,I would love some tea.,Chętnie napiłbym się herbaty.
1038,1,Tom II,Rozdział XI,Rzeczowniki,Kalendarz I czas,December,Grudzień,December feels magical.,Grudzień wydaje się magiczny.
1039,1,Tom II,Rozdział XI,Rzeczowniki,Kalendarz I czas,Autumn,Jesień,I love the colors of autumn.,Uwielbiam kolory jesieni.
1040,1,Tom II,Rozdział XI,Rzeczowniki,Kalendarz I czas,Calendar,Kalendarz,Check the calendar for that date.,Sprawdź w kalendarzu tę datę.
1041,1,Tom II,Rozdział XI,Rzeczowniki,Kalendarz I czas,Summer,Lato,Summer is finally here.,Lato wreszcie nadeszło.
1042,1,Tom II,Rozdział XI,Rzeczowniki,Kalendarz I czas,November,Listopad,November is grey and cold.,Listopad jest szary i zimny.
1043,1,Tom II,Rozdział XI,Rzeczowniki,Kalendarz I czas,February,Luty,February is the shortest month.,Luty jest najkrótszym miesiącem.
1044,1,Tom II,Rozdział XI,Rzeczowniki,Kalendarz I czas,March,Marzec,Spring starts in March.,Wiosna zaczyna się w marcu.
1045,1,Tom II,Rozdział XI,Rzeczowniki,Kalendarz I czas,August,Sierpień,We're on vacation in August.,Jesteśmy na wakacjach w sierpniu.
1046,1,Tom II,Rozdział XI,Rzeczowniki,Kalendarz I czas,January,Styczeń,January feels so long.,Styczeń wydaje się taki długi.
1047,1,Tom II,Rozdział XI,Rzeczowniki,Kalendarz I czas,Winter,Zima,I don't like winter much.,Nie lubię za bardzo zimy.
1048,1,Tom II,Rozdział XI,Przymiotniki,Języki,Italian,Włoski,I love Italian food.,Uwielbiam włoskie jedzenie.
1049,1,Tom II,Rozdział XI,Przymiotniki,Języki,Hindi,Hindi,She's learning Hindi.,Ona uczy się hindi.
1050,1,Tom II,Rozdział XI,Przymiotniki,Języki,Spanish,Hiszpański,He speaks fluent Spanish.,On mówi płynnie po hiszpańsku.
1051,1,Tom II,Rozdział XI,Przymiotniki,Języki,Japanese,Japoński,Japanese food is so delicate.,Japońskie jedzenie jest takie delikatne.
1052,1,Tom II,Rozdział XI,Przymiotniki,Języki,Turkish,Turecki,We drank Turkish coffee.,Piliśmy turecką kawę.
1053,1,Tom II,Rozdział XI,Przymiotniki,Języki,English,Angielski,My English is improving.,Mój angielski się poprawia.
1054,1,Tom II,Rozdział XI,Przymiotniki,Języki,Chinese,Chiński,Chinese characters are fascinating.,Chińskie znaki są fascynujące.
1055,1,Tom II,Rozdział XI,Przymiotniki,Języki,French,Francuski,The French bread was amazing.,Francuski chleb był niesamowity.
